header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Balcony/roof garden,Shed / storage,Type of parking facilities,error
Tuinwoning (Bouwnr. 57),7202 AN Zutphen        ,https://www.funda.nl/en/koop/zutphen/huis-41149409-tuinwoning-bouwnr-57/?navigateSource=resultlist,20220128_051424,"€ 425,000 vrij op naam","€ 2,931    The asking price per m² (€ 425,000) is calculated by dividing the asking price of the home by the living area (145 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,"Single-family home, row house",New property,2021,Flat roof,SWK garantiecertificaat,Living area145 m²,145 m²,109 m²,488 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,Balanced ventilation system,A        What does this mean?,Triple glazed and completely insulated,"Electric heating, heat recovery unit and heat pump","Geothermal heating, electrical boiler and electrical boiler (rental)",109 m²,Full ownership,In center and in residential district,Back garden,50 m² (10 meter deep and 5 meter broad),Located at the north accessible via the rear,Roof terrace present,Detached wooden storage,Parking on private property,no
