header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Areas,Living area,Other space inside the building,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Provisional energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Keizersgracht 24 F,1015 CR Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42664870-keizersgracht-24-f/?navigateSource=resultlist,20220130_231352,"€ 675,000 kosten koper","€ 8,766    The asking price per m² (€ 675,000) is calculated by dividing the asking price of the home by the living area (77 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Under offer,Available in consultation,Upstairs apartment (apartment),Resale property,Before 1906,Partly furnished with carpets and curtains and monumental building,Living area77 m²Other space inside the building3 m²Exterior space attached to the building5 m²,77 m²,3 m²,5 m²,264 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Bath,2 stories,4th floor,Elevator,G        What does this mean?,CH boiler,CH boiler,"Combination boiler, in ownership",Full ownership,"Alongside water, in center and freestanding location",Roof terrace present,"Paid parking, public parking and resident's parking permits",Yes,Yes,Yes,Yes,No,Yes,no
