header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Staalstraat 41,3572 RH Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-42572418-staalstraat-41/?navigateSource=resultlist,20220131_161048,"€ 875,000 kosten koper","€ 7,292    The asking price per m² (€ 875,000) is calculated by dividing the asking price of the home by the living area (120 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Available,Available in consultation,Ground-floor apartment (apartment),Resale property,Before 1906,Gable roof covered with roof tiles,Living area120 m²External storage space10 m²,120 m²,10 m²,396 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,2 stories,Ground floor,E        What does this mean?,CH boiler and partial floor heating,CH boiler,"Remeha (gas-fired combination boiler from 2016, in ownership)",Full ownership,Alongside a quiet road and in residential district,Back garden,"60 m² (9,42 meter deep and 6,42 meter broad)",Located at the southeast,Detached brick storage,Paid parking and resident's parking permits,Yes,No,No,No,No,Yes,no
