header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Withuysstraat 117,2523 GS Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88021496-withuysstraat-117/?navigateSource=resultlist,20220131_232128,"€ 219,500 kosten koper","€ 3,484    The asking price per m² (€ 219,500) is calculated by dividing the asking price of the home by the living area (63 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Sold under reservation,Available in consultation,Residential property with shared street entrance (apartment),Resale property,1930,Protected townscape or village view (permit needed for alterations),Flat roof covered with asphalt roofing,Living area63 m²Exterior space attached to the building2 m²,63 m²,2 m²,217 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,2nd floor,E            2.18What does this mean?,Partly double glazed,CH boiler,CH boiler,"AWB (gas-fired combination boiler, in ownership)",Full ownership,Balcony present,"Paid parking, public parking and resident's parking permits",Yes,Yes,Yes,Yes,No,Yes,no
