header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Type of parking facilities,Building type,Capacity,Plot size,Area,Ownership situation,Fees,error
Hoekschewaardplein 19 D,1025 NX Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/parkeergelegenheid-42655675-hoekschewaardplein-19-d/?navigateSource=resultlist,20220130_121822,"€ 40,000 kosten koper",6 weeks,Sold under reservation,Available in consultation,Garage,Resale property,1,11 m²,11 m²,Municipal long-term lease (end date of long-term lease:  30-06-2068),Paid until 30-06-2068,no
