header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Shed / storage,Facilities,error
den Drink 2,5541 AV Reusel        ,https://www.funda.nl/en/koop/reusel/huis-88032636-den-drink-2/?navigateSource=resultlist,20220128_064054,"€ 295,000 kosten koper","€ 3,391    The asking price per m² (€ 295,000) is calculated by dividing the asking price of the home by the living area (87 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,1974,Living area87 m²Other space inside the building19 m²External storage space14 m²,87 m²,19 m²,14 m²,167 m²,366 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,3 stories,C        What does this mean?,CH boiler,CH boiler,"Itho Daalderop (gas-fired from 2006, in ownership)",167 m²,Full ownership,Detached brick storage,Electricity,no
