header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Type of parking facilities,Plot size,Acceptance,Status,error
Rossinistraat 2 G,4536 EG Terneuzen        ,https://www.funda.nl/en/koop/terneuzen/parkeergelegenheid-88045653-rossinistraat-2-g/?navigateSource=resultlist,20220129_104444,"€ 16,500 kosten koper","January 24, 2022",Garage,18 m²,Available in consultation,Available,no
