header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Balcony/roof garden,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Bestevâerstraat 15 -1,1056 HE Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42680316-bestevaerstraat-15-1/?navigateSource=resultlist,20220129_175726,"€ 625,000 kosten koper","€ 8,117    The asking price per m² (€ 625,000) is calculated by dividing the asking price of the home by the living area (77 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 87 per month,"January 25, 2022",Available,Available in consultation,Upstairs apartment (apartment),Resale property,1921,Living area77 m²Exterior space attached to the building6 m²,77 m²,6 m²,206 m³,3 rooms (2 bedrooms),1 bathroom,Toilet,1 story,2nd floor,D        What does this mean?,Double glazing,CH boiler,CH boiler,"Gas-fired combination boiler from 2005, in ownership",Full ownership,Balcony present,Yes,Yes,Yes,Yes,No,Yes,no
