header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Provisional energy label,Location,Balcony/roof garden,Shed / storage,Type of garage,error
Ode Apartments - Type A (Bouwnr. 2),1011 DE Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-41281289-ode-apartments-type-a-bouwnr-2/?navigateSource=resultlist,20220130_201528,"€ 1,105,000 vrij op naam","€ 9,693    The asking price per m² (€ 1,105,000) is calculated by dividing the asking price of the home by the living area (114 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 265 per month,6+ months,Available,Available in consultation,Mezzanine (apartment),New property,2021,Living area114 m²Exterior space attached to the building6 m²External storage space6 m²,114 m²,6 m²,6 m²,342 m³,3 rooms (2 bedrooms),2 bathrooms,"Bath, 2 showers and toilet",1 story,1st floor,A        What does this mean?,"In center, in residential district and unobstructed surrounding view",Balcony present,Storage box,Underground parking and parking place,no
