header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Construction period,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Type of parking facilities,error
Freesiaplein 3,2691 LJ 's-Gravenzande        ,https://www.funda.nl/en/koop/s-gravenzande/huis-88010326-freesiaplein-3/?navigateSource=resultlist,20220127_215539,"€ 330,000 kosten koper","€ 3,173    The asking price per m² (€ 330,000) is calculated by dividing the asking price of the home by the living area (104 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Under offer,Available in consultation,"Single-family home, semi-detached residential property",Resale property,1960-1970,Flat roof covered with roof tiles,Living area104 m²External storage space15 m²,104 m²,15 m²,144 m²,350 m³,4 rooms (3 bedrooms),1 story,"Mechanical ventilation, rolldown shutters and TV via cable",C        What does this mean?,CH boiler,CH boiler,Combination boiler,144 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,Public parking,no
