header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Haarlemmerstraat 24 1,1013 ER Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88042135-haarlemmerstraat-24-1/?navigateSource=resultlist,20220131_002116,"€ 695,000 kosten koper","€ 7,637    The asking price per m² (€ 695,000) is calculated by dividing the asking price of the home by the living area (91 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 20, 2022",Available,Available in consultation,Mezzanine,Resale property,1903,Living area91 m²Exterior space attached to the building5 m²,91 m²,5 m²,288 m³,3 rooms (2 bedrooms),2 bathrooms,"Jacuzzi, bath, shower and toilet",1 story,1st floor,Mechanical ventilation,Not available,"Roof insulation, double glazing and secondary glazing",CH boiler,CH boiler,Full ownership,In center,Roof terrace present,"Paid parking, public parking and resident's parking permits",Yes,Yes,Yes,No,No,Yes,no
