header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Provisional energy label,Area,Ownership situation,error
da Costaweg 19,5615 NA Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/huis-88011200-da-costaweg-19/?navigateSource=resultlist,20220201_014108,"€ 985,000 kosten koper","€ 5,353    The asking price per m² (€ 985,000) is calculated by dividing the asking price of the home by the living area (184 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,1921,Living area184 m²Other space inside the building9 m²Exterior space attached to the building10 m²,184 m²,9 m²,10 m²,280 m²,709 m³,7 rooms (4 bedrooms),1 separate toilet,3 stories and a attic,G        What does this mean?,280 m²,Full ownership,no
