header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,error
Malakkastraat 4,3531 HM Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-42684922-malakkastraat-4/?navigateSource=resultlist,20220131_152009,"€ 935,000 kosten koper","€ 4,795    The asking price per m² (€ 935,000) is calculated by dividing the asking price of the home by the living area (195 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 29, 2022",Available,Available in consultation,"Desirable residence/villa, row house",Resale property,1920,Flat roof covered with asphalt roofing,Bouwkundige keuring,Living area195 m²Other space inside the building21 m²External storage space14 m²,195 m²,21 m²,14 m²,185 m²,750 m³,6 rooms (5 bedrooms),1 bathroom and 2 separate toilets,Bath and shower,2 stories and a attic,TV via cable,E        What does this mean?,Roof insulation and partly double glazed,CH boiler,CH boiler,"Intergas (gas-fired combination boiler from 2020, in ownership)",185 m²,Full ownership,Alongside a quiet road and in residential district,Back garden,"123 m² (18 meter deep and 6,81 meter broad)",Located at the southeast,Attached wooden storage,no
