header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Area,Ownership situation,Fees,Location,Garden,Back garden,Garden location,Shed / storage,Facilities,error
Magnoliastraat 8,1031 VD Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42539618-magnoliastraat-8/?navigateSource=resultlist,20220130_122401,"€ 575,000 kosten koper","€ 5,425    The asking price per m² (€ 575,000) is calculated by dividing the asking price of the home by the living area (106 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,1994,Living area106 m²External storage space7 m²,106 m²,7 m²,91 m²,370 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Bath,2 stories and a attic,B        What does this mean?,91 m²,Municipal ownership encumbered with long-term leaset,Paid until 31-08-2044,"Alongside a quiet road, in residential district and freestanding location",Back garden,8 meter deep and 4 meter broad,Located at the southeast,Attached wooden storage,Electricity,no
