header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Garden,Sun terrace,Garden location,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Hilde erf 62,2907 BH Capelle aan den IJssel        ,https://www.funda.nl/en/koop/capelle-aan-den-ijssel/appartement-42669147-hilde-erf-62/?navigateSource=resultlist,20220128_025553,"€ 198,000 kosten koper","€ 3,667    The asking price per m² (€ 198,000) is calculated by dividing the asking price of the home by the living area (54 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 weeks,Under option,Available on 5/5/2022,€ 98.00 per month,Ground-floor apartment,Resale property,1981,Living area54 m²Exterior space attached to the building28 m²External storage space6 m²,54 m²,28 m²,6 m²,153 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,Shower,1 story,Ground floor,Passive ventilation system and sliding door,C        What does this mean?,Double glazing,District heating,District heating,Sun terrace,"29 m² (5,58 meter deep and 5,12 meter broad)",Located at the east,Detached brick storage,Public parking,No,No,No,No,No,No,no
