header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Shed / storage,Type of parking facilities,error
Maetsuykerstraat 6,3531 HS Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-42684874-maetsuykerstraat-6/?navigateSource=resultlist,20220128_004424,"€ 475,000 kosten koper","€ 6,333    The asking price per m² (€ 475,000) is calculated by dividing the asking price of the home by the living area (75 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",Today,Available,Available in consultation,"Single-family home, row house",Resale property,1906,Gable roof covered with roof tiles,Living area75 m²Other space inside the building17 m²,75 m²,17 m²,67 m²,315 m³,5 rooms (4 bedrooms),1 bathroom,Shower and toilet,3 stories,TV via cable,F        What does this mean?,Mostly double glazed,CH boiler,CH boiler,"2021, in ownership",67 m²,Full ownership,Back garden,"15 m² (7,1 meter deep and 2,12 meter broad)",Attached brick storage,Public parking,no
