header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Balcony/roof garden,Shed / storage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Reigerstraat 68,3312 HN Dordrecht        ,https://www.funda.nl/en/koop/dordrecht/appartement-42683312-reigerstraat-68/?navigateSource=resultlist,20220127_222212,"€ 160,000 kosten koper","€ 3,200    The asking price per m² (€ 160,000) is calculated by dividing the asking price of the home by the living area (50 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",Today,Available,Available immediately,€ 89.00 per month,Apartment with shared street entrance (apartment),Resale property,1952,Living area50 m²Exterior space attached to the building5 m²,50 m²,5 m²,150 m³,3 rooms (2 bedrooms),1 separate toilet,1 story,2nd floor,F        What does this mean?,Partly double glazed,CH boiler,CH boiler,"Bosch HR107 CW4 (gas-fired combination boiler from 2009, in ownership)",Balcony present,Detached brick storage,Yes,Yes,Yes (€ 89.00 per month),Yes,Yes,Yes,no
