header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Berlagestraat 46,3555 CW Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-42652933-berlagestraat-46/?navigateSource=resultlist,20220131_155149,"€ 207,000 kosten koper","€ 6,088    The asking price per m² (€ 207,000) is calculated by dividing the asking price of the home by the living area (34 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 55 per month,5 weeks,Sold under reservation,Available in consultation,Galleried apartment (apartment),Resale property,2010,Flat roof,Living area34 m²,34 m²,113 m³,2 rooms (1 bedroom),1 bathroom,Shower and toilet,1 story,3rd floor,A        What does this mean?,Double glazing and completely insulated,CH boiler,CH boiler,"Intergas (gas-fired combination boiler from 2010, in ownership)",Full ownership,Alongside a quiet road and in residential district,Public parking,Yes,Yes,Yes,Yes,Yes,Yes,no
