header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Area,Ownership situation,Garden,Shed / storage,Type of parking facilities,error
Professor Kochstraat 5,1221 KD Hilversum        ,https://www.funda.nl/en/koop/hilversum/huis-42539144-professor-kochstraat-5/?navigateSource=resultlist,20220127_221717,"€ 339,000 kosten koper","€ 4,403    The asking price per m² (€ 339,000) is calculated by dividing the asking price of the home by the living area (77 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Under offer,Available in consultation,"Single-family home, row house",Resale property,1929,Gable roof covered with roof tiles,Living area77 m²Other space inside the building18 m²,77 m²,18 m²,85 m²,340 m³,6 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Bath and shower,3 stories,Skylight and passive ventilation system,F        What does this mean?,Partly double glazed,"Electric heating, gas heaters and possibility for fireplace",Gas water heater,85 m²,Full ownership,Back garden and front garden,Attached wooden storage,"Paid parking, public parking and resident's parking permits",no
