header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Provisional energy label,Area,Garden,Back garden,Garden location,Type of parking facilities,error
Maria Snelplantsoen 28,1106 WP Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-88905595-maria-snelplantsoen-28/?navigateSource=resultlist,20220130_182725,"€ 375,000 kosten koper","€ 4,121    The asking price per m² (€ 375,000) is calculated by dividing the asking price of the home by the living area (91 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Under offer,Available in consultation,"Single-family home, row house",Resale property,1986,Living area91 m²,91 m²,114 m²,307 m³,3 rooms (2 bedrooms),1 separate toilet,1 story,C        What does this mean?,114 m²,Back garden,"52 m² (5,5 meter deep and 9,5 meter broad)",Located at the southeast,Public parking,no
