header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Insulation,Heating,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,error
Kalverekker 8,5531 DS Bladel        ,https://www.funda.nl/en/koop/bladel/huis-88013976-kalverekker-8/?navigateSource=resultlist,20220129_070912,"€ 309,000 kosten koper","€ 3,059    The asking price per m² (€ 309,000) is calculated by dividing the asking price of the home by the living area (101 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1982,Gable roof,Living area101 m²External storage space14 m²,101 m²,14 m²,128 m²,325 m³,5 rooms (4 bedrooms),3 stories,C        What does this mean?,Partly double glazed and completely insulated,CH boiler,2014,128 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,"69 m² (12,5 meter deep and 5,5 meter broad)",Located at the southwest accessible via the rear,no
