header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Type of parking facilities,Consulting rooms,error
Mechelenstraat 2,4826 KN Breda        ,https://www.funda.nl/en/koop/breda/huis-88949339-mechelenstraat-2/?navigateSource=resultlist,20220130_140327,"€ 359,000 kosten koper","€ 3,095    The asking price per m² (€ 359,000) is calculated by dividing the asking price of the home by the living area (116 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Under offer,Available immediately,"Single-family home, corner house",Resale property,1965,Gable roof covered with roof tiles,Living area116 m²External storage space45 m²,116 m²,45 m²,168 m²,340 m³,6 rooms (5 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",3 stories,C            1.57What does this mean?,Roof insulation and double glazing,Electrical boiler,168 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,"24 m² (4,04 meter deep and 5,93 meter broad)",Located at the east accessible via the rear,Parking on private property and public parking,        (detached)    ,no
