header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Heating,Hot water,Garden,Back garden,Garden location,Shed / storage,Insulation.1,Type of garage,error
Bouwnummer 2 (Bouwnr. 2),5061 HW Oisterwijk        ,https://www.funda.nl/en/koop/oisterwijk/huis-41904385-bouwnummer-2-bouwnr-2/?navigateSource=resultlist,20220129_090917,Price on request,6+ months,Available,Available in consultation,"Bungalow, semi-detached residential property",New property,2021,Gable roof covered with roof tiles,Living area163 m²,163 m²,686 m³,6 rooms (3 bedrooms),2 bathrooms,Bath and 2 toilets,2 stories,A        What does this mean?,Completely insulated,"Complete floor heating, heat recovery unit and heat pump",Electrical boiler,Back garden,63 m² (9 meter deep and 7 meter broad),Located at the north accessible via the rear,Attached brick storage,Completely insulated,Carport and parking place,no
