header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Garden,Balcony/roof garden,Type of parking facilities,error
Nassauplein 11 B,2585 EB Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-42598380-nassauplein-11-b/?navigateSource=resultlist,20220131_231935,"€ 1,050,000 vrij op naam","€ 8,750    The asking price per m² (€ 1,050,000) is calculated by dividing the asking price of the home by the living area (120 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Available,Available in consultation,Upstairs apartment (apartment),New property,1890,Protected townscape or village view (permit needed for alterations) and listed building (national monument),Living area120 m²Exterior space attached to the building19 m²External storage space3 m²,120 m²,19 m²,3 m²,400 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,1 story,3rd floor,"Elevator, mechanical ventilation and TV via cable",Not required,"Roof insulation, partly double glazed, floor insulation and secondary glazing",CH boiler and complete floor heating,CH boiler,"Gas-fired combination boiler, in ownership",Full ownership,In center,Sun terrace,Roof terrace present,Paid parking and resident's parking permits,no
