header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Balcony/roof garden,Type of garage,Capacity,Type of parking facilities,error
Kort-Ambachtlaan 26 j,3333 EP Zwijndrecht        ,https://www.funda.nl/en/koop/zwijndrecht/huis-88012960-kort-ambachtlaan-26-j/?navigateSource=resultlist,20220129_053032,"€ 325,000 kosten koper","€ 3,095    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (105 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Sold under reservation,Available on 3/15/2022,"Single-family home, row house (drive-in residential property)",Resale property,1999,Flat roof covered with asphalt roofing,Living area105 m²Other space inside the building15 m²,105 m²,15 m²,119 m²,375 m³,4 rooms (3 bedrooms),2 separate toilets,3 stories,Flue,B        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",CH boiler,CH boiler,Remeha ( combination boiler from 2015),119 m²,Full ownership,In residential district,Back garden,45 m² (9 meter deep and 5 meter broad),Located at the southwest accessible via the rear,French balcony present,Built-in,1 car,Parking on private property,no
