header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Type of parking facilities,error
Appelmarkt 3,8701 KH Bolsward        ,https://www.funda.nl/en/koop/bolsward/huis-88014697-appelmarkt-3/?navigateSource=resultlist,20220129_155544,"€ 395,000 kosten koper","€ 2,633    The asking price per m² (€ 395,000) is calculated by dividing the asking price of the home by the living area (150 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Available,Available in consultation,"Property alongside canal, detached residential property",Resale property,1976,Hipped roof covered with roof tiles,Living area150 m²,150 m²,90 m²,412 m³,4 rooms (2 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",3 stories,"Skylight, passive ventilation system, flue and TV via cable",C        What does this mean?,"Roof insulation, partly double glazed, insulated walls and floor insulation",CH boiler,CH boiler,"Nefit trendline HRC C25/CW4 (gas-fired combination boiler from 2013, in ownership)",90 m²,Full ownership,"On navigable waterway, alongside water and in center",Paid parking and public parking,no
