header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Ownership situation,Location,Balcony/roof garden,Shed / storage,Facilities.1,Type of garage,Type of parking facilities,error
Foarein 46,8941 AC Leeuwarden        ,https://www.funda.nl/en/koop/leeuwarden/appartement-42651035-foarein-46/?navigateSource=resultlist,20220129_210927,"€ 325,000 kosten koper","€ 4,333    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (75 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Sold under reservation,Available in consultation,Apartment with shared street entrance (apartment),New property,2022,Flat roof covered with asphalt roofing,Woningborg garantiecertificaat,Living area75 m²Other space inside the building3 m²Exterior space attached to the building9 m²External storage space5 m²,75 m²,3 m²,9 m²,5 m²,219 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,4th floor,"Balanced ventilation system, elevator and solar panels",Not available,Completely insulated,District heating,Full ownership,In residential district and unobstructed surrounding view,Balcony present,Detached wooden storage,Electricity,Parking place,Parking on private property,no
