header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Provisional energy label,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Nieuwstraat 5 C,7311 HX Apeldoorn        ,https://www.funda.nl/en/koop/apeldoorn/appartement-88029658-nieuwstraat-5-c/?navigateSource=resultlist,20220129_005038,"€ 274,500 kosten koper","€ 4,902    The asking price per m² (€ 274,500) is calculated by dividing the asking price of the home by the living area (56 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","€ 279,500 kosten koper",5 weeks,Available,Available in consultation,€ 94.12 per month,Apartment with shared street entrance (apartment),Resale property,1978,Living area56 m²,56 m²,138 m³,1 room,1 separate toilet,1 story,1st floor,B        What does this mean?,Balcony present,"Paid parking, parking on gated property, parking on private property, public parking, parking garage and resident's parking permits",Yes,Yes,Yes (€ 94.12 per month),No,Yes,Yes,no
