header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Type of parking facilities,Building type,Dimensions,Plot size,Area,Ownership situation,error
Roompotstraat 46,1784 JH Den Helder        ,https://www.funda.nl/en/koop/den-helder/parkeergelegenheid-42678297-roompotstraat-46/?navigateSource=resultlist,20220129_081242,"€ 20,000 kosten koper",2 weeks,Available,Available in consultation,Garage,Resale property,"16 m² (0,06 meter deep and 0,03 meter broad)",18 m²,18 m²,Full ownership,no
