header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Area,Ownership situation,Location,Garden,Shed / storage,error
Zonnehof 50,1109 BJ Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42662766-zonnehof-50/?navigateSource=resultlist,20220130_205246,"€ 325,000 kosten koper","€ 3,963    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (82 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","€ 350,000 kosten koper",3 weeks,Available,Available in consultation,"Single-family home, corner house",Resale property,1973,Living area82 m²Other space inside the building23 m²External storage space7 m²,82 m²,23 m²,7 m²,127 m²,380 m³,5 rooms (3 bedrooms),1 bathroom,Shower,2 stories and a attic,G        What does this mean?,127 m²,Municipal ownership encumbered with long-term leaset (end date of long-term lease:  31-10-2052),In residential district,Back garden,Detached brick storage,no
