header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Insulation,Heating,Hot water,Area,Location,Garden,Back garden,Garden location,Type of garage,Capacity,error
Westerdiep 103,9521 KL Nieuw-Buinen        ,https://www.funda.nl/en/koop/nieuw-buinen/huis-88992691-westerdiep-103/?navigateSource=resultlist,20220128_000537,"€ 329,000 kosten koper","€ 2,317    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 329,000) is calculated by dividing the asking price of the home by the living area (142 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",2 months,Sold under reservation,Available in consultation,"Single-family home, semi-detached residential property",Resale property,2010,Gable roof,Living area142 m²Other space inside the building18 m²Exterior space attached to the building6 m²External storage space5 m²,142 m²,18 m²,6 m²,5 m²,305 m²,580 m³,4 rooms (3 bedrooms),3 stories,A        What does this mean?,Energy efficient window and completely insulated,CH boiler,CH boiler,305 m²,"Alongside a quiet road, in residential district, rural and unobstructed surrounding view",Back garden and front garden,150 m² (15 meter deep and 10 meter broad),Located at the northeast,Attached brick garage,1 car,no
