header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Shed / storage,error
Glinthorst 30,3085 VK Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-88036164-glinthorst-30/?navigateSource=resultlist,20220126_004027,"€ 400,000 kosten koper","€ 3,101    The asking price per m² (€ 400,000) is calculated by dividing the asking price of the home by the living area (129 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 14, 2022",Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1998,Gable roof covered with roof tiles,Living area129 m²Other space inside the building19 m²External storage space8 m²,129 m²,19 m²,8 m²,144 m²,422 m³,5 rooms (4 bedrooms),3 stories,B        What does this mean?,CH boiler,CH boiler,"Remeha ( combination boiler from 2019, in ownership)",144 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,Detached wooden storage,no
