header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Osdorper Ban 687 +PP,1069 GA Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88010317-osdorper-ban-687-pp/?navigateSource=resultlist,20220130_221417,"€ 375,000 kosten koper","€ 4,360    The asking price per m² (€ 375,000) is calculated by dividing the asking price of the home by the living area (86 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Under offer,Available in consultation,€ 165.89 per month,Apartment with shared street entrance (apartment),Resale property,2006,Flat roof,Living area86 m²,86 m²,281 m³,3 rooms (2 bedrooms),1 story,10th floor,Mechanical ventilation,Not available,Double glazing and completely insulated,CH boiler,CH boiler,"Remeha (gas-fired combination boiler from 2015, in ownership)",Long-term lease,In residential district,Parking garage,Yes,Yes,Yes (€ 165.89 per month),Yes,Yes,Yes,no
