header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Other space inside the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Provisional energy label,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Willem van Oranjelaan 7 h,5531 HG Bladel        ,https://www.funda.nl/en/koop/bladel/appartement-87715999-willem-van-oranjelaan-7-h/?navigateSource=resultlist,20220129_020516,"€ 329,000 kosten koper","€ 3,463    The asking price per m² (€ 329,000) is calculated by dividing the asking price of the home by the living area (95 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,Ground-floor apartment (apartment),Resale property,1966,Living area95 m²Other space inside the building15 m²External storage space4 m²,95 m²,15 m²,4 m²,290 m³,3 rooms (2 bedrooms),1 separate toilet,1 story,Ground floor,E        What does this mean?,No,No,No,No,No,No,no
