header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Construction period,Accessibility,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Ownership situation,Location,Balcony/roof garden,Shed / storage,Type of garage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Dam 5 /W,1012 JS Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42583346-dam-5-w/?navigateSource=resultlist,20220130_150542,"€ 3,750,000 kosten koper","€ 22,866    The asking price per m² (€ 3,750,000) is calculated by dividing the asking price of the home by the living area (164 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Available,Available in consultation,Penthouse (apartment),New property,2011-2020,Disabled access friendly and accessible for seniors,Living area164 m²External storage space5 m²,164 m²,5 m²,600 m³,4 rooms (3 bedrooms),2 bathrooms and 1 separate toilet,"Bath, 2 showers and toilet",1 story,8th floor,"Air conditioning, smart home, elevator, mechanical ventilation and TV via cable",A        What does this mean?,Full ownership,In center and unobstructed surrounding view,French balcony present,Built-in,Underground parking,Parking garage,Yes,Yes,Yes,Yes,Yes,Yes,no
