header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Construction period,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Fees,Location,Garden,Back garden,Garden location,Type of parking facilities,error
Sigmund Rombergstraat 9,3543 GC Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-88037067-sigmund-rombergstraat-9/?navigateSource=resultlist,20220130_133002,"€ 1,350,000 kosten koper","€ 5,895    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 1,350,000) is calculated by dividing the asking price of the home by the living area (229 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",2 weeks,Under offer,Available in consultation,"Villa, detached residential property",Resale property,2011-2020,Flat roof covered with asphalt roofing,Living area229 m²,229 m²,530 m²,835 m³,5 rooms (2 bedrooms),3 stories,"Air conditioning, alarm installation and mechanical ventilation",A+        What does this mean?,Completely insulated,District heating,District heating,530 m²,Municipal long-term lease,Bought off for eternity,"Alongside a quiet road, alongside water, in residential district and unobstructed surrounding view",Back garden and front garden,"530 m² (25 meter deep and 21,18 meter broad)",Located at the west,Parking on private property,no
