header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
Marius Richtersstraat 68,3059 TH Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-42689459-marius-richtersstraat-68/?navigateSource=resultlist,20220125_220450,"€ 485,000 kosten koper","€ 3,593    The asking price per m² (€ 485,000) is calculated by dividing the asking price of the home by the living area (135 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 22, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,2004,Shed roof,Living area135 m²Exterior space attached to the building2 m²External storage space9 m²,135 m²,2 m²,9 m²,155 m²,450 m³,6 rooms (5 bedrooms),2 separate toilets,3 stories,"Mechanical ventilation, sliding door, TV via cable and solar panels",A        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",District heating,Central facility,155 m²,Full ownership,In residential district,Back garden and front garden,60 m² (12 meter deep and 5 meter broad),Located at the south accessible via the rear,Detached wooden storage,Electricity,Public parking,no
