header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Area,Ownership situation,Location,Garden,Shed / storage,Type of parking facilities,error
Tenerifestraat 8,1060 TH Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-88824953-tenerifestraat-8/?navigateSource=resultlist,20220130_220940,"€ 699,000 kosten koper","€ 5,377    The asking price per m² (€ 699,000) is calculated by dividing the asking price of the home by the living area (130 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,"Single-family home, row house",Resale property,2002,Living area130 m²External storage space6 m²,130 m²,6 m²,118 m²,454 m³,5 rooms (4 bedrooms),3 stories,A        What does this mean?,118 m²,Long-term lease,In residential district,Back garden and front garden,Detached wooden storage,Parking on private property,no
