header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of garage,error
Tesjeslaan 11,8042 HH Zwolle        ,https://www.funda.nl/en/koop/zwolle/huis-88904584-tesjeslaan-11/?navigateSource=resultlist,20220129_022817,"€ 289,000 kosten koper","€ 2,701    The asking price per m² (€ 289,000) is calculated by dividing the asking price of the home by the living area (107 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available on 7/1/2022,"Single-family home, row house",Resale property,1981,Gable roof,Living area107 m²External storage space6 m²,107 m²,6 m²,153 m²,388 m³,5 rooms (4 bedrooms),3 stories,Outdoor awning and mechanical ventilation,B        What does this mean?,Double glazing,CH boiler,CH boiler,2006,153 m²,Full ownership,In residential district,Back garden,"52 m² (9,5 meter deep and 5,5 meter broad)",Located at the northwest accessible via the rear,Detached wooden storage,Parking place,no
