header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Type of parking facilities,error
Johann Sebastian Bachstraat 14,3533 XC Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-42683489-johann-sebastian-bachstraat-14/?navigateSource=resultlist,20220131_151335,"€ 675,000 kosten koper","€ 6,429    The asking price per m² (€ 675,000) is calculated by dividing the asking price of the home by the living area (105 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 28, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1931,Gable roof covered with roof tiles,Living area105 m²Exterior space attached to the building2 m²,105 m²,2 m²,94 m²,383 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Bath,3 stories,Outdoor awning,D        What does this mean?,"Roof insulation, double glazing and floor insulation",CH boiler,CH boiler,"Bosch HRC (gas-fired combination boiler from 2005, in ownership)",94 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,"25 m² (7,41 meter deep and 4,41 meter broad)",Located at the southwest,Public parking,no
