header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Accessibility,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Shed / storage,Type of parking facilities,error
Weddestede 3,5235 HK Den Bosch        ,https://www.funda.nl/en/koop/den-bosch/huis-42544620-weddestede-3/?navigateSource=resultlist,20220201_110751,"€ 375,000 kosten koper","€ 3,989    The asking price per m² (€ 375,000) is calculated by dividing the asking price of the home by the living area (94 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,"Bungalow, semi-detached residential property (patio residence)",Resale property,2008,Disabled access friendly and accessible for seniors,Flat roof covered with asphalt roofing,Living area94 m²,94 m²,171 m²,358 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,Bath,1 story,"Mechanical ventilation, sliding door and TV via cable",A        What does this mean?,CH boiler and partial floor heating,CH boiler,"Renovent HR Medium/Large (gas-fired combination boiler from 2008, in ownership)",171 m²,Full ownership,Alongside a quiet road and in residential district,Patio/atrium,Built-in,Parking on private property and public parking,no
