header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Provisional energy label,Hot water,Ownership situation,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Droogbak 5 B,1013 GE Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88808789-droogbak-5-b/?navigateSource=resultlist,20220130_210226,"€ 595,000 kosten koper","€ 7,628    The asking price per m² (€ 595,000) is calculated by dividing the asking price of the home by the living area (78 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Under offer,Available in consultation,€ 173.00 per month,Upstairs apartment (apartment),Resale property,1905,Living area78 m²External storage space4 m²,78 m²,4 m²,260 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,2nd floor,G        What does this mean?,CH boiler,Full ownership,Storage box,Paid parking and resident's parking permits,Yes,Yes,Yes (€ 173.00 per month),Yes,Yes,Yes,no
