header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Dorpsstraat 87 H,2995 XE Heerjansdam        ,https://www.funda.nl/en/koop/heerjansdam/appartement-88027476-dorpsstraat-87-h/?navigateSource=resultlist,20220129_194333,"€ 219,000 kosten koper","€ 4,380    The asking price per m² (€ 219,000) is calculated by dividing the asking price of the home by the living area (50 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Sold under reservation,Available in consultation,€ 100.50 per month,Apartment with shared street entrance (apartment),Resale property,2013,Mansard roof,Living area50 m²,50 m²,170 m³,3 rooms (2 bedrooms),1 story,1st floor,A        What does this mean?,Double glazing and completely insulated,CH boiler and complete floor heating,CH boiler,2015,Full ownership,In residential district,Yes,Yes,Yes (€ 100.50 per month),Yes,Yes,Yes,no
