header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Specific,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Seinpostduin 26 B,2586 EG Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-42673546-seinpostduin-26-b/?navigateSource=resultlist,20220131_210743,"€ 395,000 kosten koper","€ 3,950    The asking price per m² (€ 395,000) is calculated by dividing the asking price of the home by the living area (100 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available immediately,€ 150.00 per month,Upstairs apartment (apartment),Resale property,1906,Protected townscape or village view (permit needed for alterations),Living area100 m²,100 m²,330 m³,3 rooms (1 bedroom),1 bathroom,Shower and toilet,1 story,3rd floor,C        What does this mean?,Partly double glazed,CH boiler,CH boiler,"Intergas xtreme (gas-fired combination boiler from 2020, in ownership)",Full ownership,In residential district and seaview,No,No,No,No,No,No,no
