header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Shed / storage,Facilities.1,Type of parking facilities,error
Laan van Nieuw Blankenburg 372,3181 AN Rozenburg (ZH)        ,https://www.funda.nl/en/koop/rozenburg-zh/huis-88905326-laan-van-nieuw-blankenburg-372/?navigateSource=resultlist,20220128_033543,"€ 370,000 kosten koper","€ 2,500    The asking price per m² (€ 370,000) is calculated by dividing the asking price of the home by the living area (148 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Available,Available on 11/15/2022,"Single-family home, corner house",Resale property,1965,Gable roof covered with roof tiles,Living area148 m²External storage space28 m²,148 m²,28 m²,193 m²,259 m³,7 rooms (6 bedrooms),3 stories,Skylight,D        What does this mean?,Double glazing,CH boiler and partial floor heating,CH boiler,"Remeha (gas-fired combination boiler from 2007, in ownership)",193 m²,Full ownership,Back garden,Outside plastic storage cabinet,Electricity and heating,Public parking,no
