header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Fees,Location,Garden,Back garden,Shed / storage,Type of parking facilities,error
Gorsstraat 18,1069 VX Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42661267-gorsstraat-18/?navigateSource=resultlist,20220130_203220,"€ 385,000 kosten koper","€ 3,850    The asking price per m² (€ 385,000) is calculated by dividing the asking price of the home by the living area (100 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Under offer,Available in consultation,"Single-family home, row house",Resale property,1964,Gable roof,Living area100 m²External storage space10 m²,100 m²,10 m²,107 m²,320 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,D        What does this mean?,Double glazing,CH boiler,CH boiler,In ownership,107 m²,Long-term lease (end date of long-term lease:  30-11-2055),Paid until 30-11-2055,Alongside a quiet road and in residential district,Back garden,"58 m² (12 meter deep and 4,82 meter broad)",Detached wooden storage,Public parking,no
