header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Type of garage,Capacity,Facilities.1,Type of parking facilities,error
Roermondseweg 146,5935 AE Steyl        ,https://www.funda.nl/en/koop/steyl/huis-88014066-roermondseweg-146/?navigateSource=resultlist,20220128_053313,"€ 350,000 kosten koper","€ 2,288    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 350,000) is calculated by dividing the asking price of the home by the living area (153 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",6 weeks,Sold under reservation,Available in consultation,"Single-family home, detached residential property",Resale property,1960,Living area153 m²,153 m²,700 m²,470 m³,7 rooms (3 bedrooms),1 bathroom,Bath and toilet,3 stories and a basement,Sliding door and TV via cable,F        What does this mean?,CH boiler,CH boiler,"Gas-fired from 2017, in ownership",700 m²,Full ownership,"Back garden, front garden and side garden",Attached brick garage,1 car,"Electricity, heating and running water",Parking on private property,no
