header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Shed / storage,Type of garage,Capacity,Type of parking facilities,error
Terveurdtweg 10,6431 VX Hoensbroek        ,https://www.funda.nl/en/koop/hoensbroek/huis-42595879-terveurdtweg-10/?navigateSource=resultlist,20220129_090010,"€ 269,000 kosten koper","€ 1,681    The asking price per m² (€ 269,000) is calculated by dividing the asking price of the home by the living area (160 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,"Bungalow, detached residential property (semi-bungalow)",Resale property,1977,Living area160 m²Other space inside the building22 m²Exterior space attached to the building2 m²External storage space24 m²,160 m²,22 m²,2 m²,24 m²,224 m²,648 m³,5 rooms (4 bedrooms),2 separate toilets,2 stories and a basement,Rolldown shutters,D        What does this mean?,Roof insulation and mostly double glazed,CH boiler,Gas water heater,"Gas-fired from 2018, in ownership",224 m²,Full ownership,Back garden and side garden,"68 m² (5 meter deep and 13,5 meter broad)",Located at the west accessible via the rear,Detached brick storage,Detached brick garage,1 car,Parking on private property,no
