header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Shed / storage,Type of parking facilities,error
Laan in den Drink 13,6226 HD Maastricht        ,https://www.funda.nl/en/koop/maastricht/huis-88018219-laan-in-den-drink-13/?navigateSource=resultlist,20220129_091648,"€ 259,000 kosten koper","€ 2,515    The asking price per m² (€ 259,000) is calculated by dividing the asking price of the home by the living area (103 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Under offer,Available in consultation,"Single-family home, row house",Resale property,1957,Gable roof covered with roof tiles,Living area103 m²Other space inside the building16 m²,103 m²,16 m²,130 m²,429 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,"2 stories, a/an attic and a basement",C        What does this mean?,Double glazing,CH boiler,CH boiler,"Gas-fired combination boiler from 2001, in ownership",130 m²,Full ownership,Surrounded by garden,Detached brick storage,Public parking,no
