header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Shed / storage,Facilities,error
Van Drielstlaan 28,9744 ES Groningen        ,https://www.funda.nl/en/koop/groningen/huis-42545097-van-drielstlaan-28/?navigateSource=resultlist,20220127_202519,"€ 235,000 kosten koper","€ 2,448    The asking price per m² (€ 235,000) is calculated by dividing the asking price of the home by the living area (96 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,"Single-family home, semi-detached residential property",Resale property,1975,Gable roof covered with asphalt roofing,Living area96 m²Other space inside the building5 m²External storage space3 m²,96 m²,5 m²,3 m²,133 m²,341 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,2 stories,D            1.91What does this mean?,Double glazing,CH boiler,CH boiler,In ownership,133 m²,Full ownership,Back garden and front garden,"40 m² (0,1 meter deep and 0,04 meter broad)",Built-in,Electricity,no
