header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Provisional energy label,Garden,error
Tuinwoning (Bouwnr. 130),3527 KW Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-41397452-tuinwoning-bouwnr-130/?navigateSource=resultlist,20220131_153809,"€ 736,500 vrij op naam","€ 5,415    The asking price per m² (€ 736,500) is calculated by dividing the asking price of the home by the living area (136 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,Ground-floor apartment,New property,2011,Living area136 m²,136 m²,343 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,2 stories,Ground floor,A        What does this mean?,Back garden,no
