header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Type of parking facilities,Building type,Capacity,Plot size,Area,Ownership situation,error
Herengracht 179 -197,1016 BE Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/parkeergelegenheid-41395619-herengracht-179-197/?navigateSource=resultlist,20220130_235310,"€ 110,000 kosten koper",6+ months,Available,Available immediately,Parking place,Resale property,1,"2,139 m²",2.139 m²,Full ownership,no
