header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Type of parking facilities,Building type,Insulation,Capacity,Plot size,Area,Ownership situation,error
Frans Halslaan 22 G36,3741 PG Baarn        ,https://www.funda.nl/en/koop/baarn/parkeergelegenheid-42660384-frans-halslaan-22-g36/?navigateSource=resultlist,20220128_051434,"€ 42,500 kosten koper",3 weeks,Under offer,Available in consultation,Garage,Resale property,No insulation,1,"1,704 m²",1.704 m² (part of parcel),Full ownership,no
