header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Location,Garden,Back garden,Shed / storage,error
Geitenkamp 3,2623 BA Delft        ,https://www.funda.nl/en/koop/delft/huis-42546284-geitenkamp-3/?navigateSource=resultlist,20220128_033734,"€ 340,000 kosten koper","€ 3,953    The asking price per m² (€ 340,000) is calculated by dividing the asking price of the home by the living area (86 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Available,Available immediately,"Single-family home, row house",Resale property,1977,Gable roof covered with roof tiles,Living area86 m²External storage space7 m²,86 m²,7 m²,156 m²,295 m³,4 rooms (3 bedrooms),2 separate toilets,2 stories,Mechanical ventilation,C        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",CH boiler,CH boiler,Intergas (gas-fired combination boiler from 2019),156 m²,In residential district,Back garden,80 m² (16 meter deep and 5 meter broad),Detached brick storage,no
