header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Type of other property,Building type,Dimensions,Plot size,Area,Ownership situation,error
Langeloerduinen 4 102,9331 WT Norg        ,https://www.funda.nl/en/koop/norg/object-88988352-langeloerduinen-4-102/?navigateSource=resultlist,20220129_164259,"€ 135,000 kosten koper",2 months,Available,Available immediately,Substructure,Resale property,60 m²,150 m²,150 m²,Full ownership,no
