header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Shed / storage,Facilities,Type of parking facilities,error
Meerssenerweg 191,6224 AE Maastricht        ,https://www.funda.nl/en/koop/maastricht/huis-88041735-meerssenerweg-191/?navigateSource=resultlist,20220128_083710,"€ 295,000 kosten koper","€ 2,543    The asking price per m² (€ 295,000) is calculated by dividing the asking price of the home by the living area (116 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 20, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1910,Gable roof covered with roof tiles,Living area116 m²Other space inside the building18 m²Exterior space attached to the building8 m²External storage space12 m²,116 m²,18 m²,8 m²,12 m²,154 m²,463 m³,6 rooms (3 bedrooms),1 separate toilet,"2 stories, a/an attic and a basement",E        What does this mean?,CH boiler,Gas water heater,"VR (2001, in ownership)",154 m²,Full ownership,Back garden,"90 m² (20 meter deep and 4,5 meter broad)",Located at the southeast accessible via the rear,Detached brick storage,Electricity,"Paid parking, public parking and resident's parking permits",no
