header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Provisional energy label,Insulation,Hot water,Ownership situation,Location,Shed / storage,Facilities,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Tivolistraat 172,5017 HT Tilburg        ,https://www.funda.nl/en/koop/tilburg/appartement-88047758-tivolistraat-172/?navigateSource=resultlist,20220128_012659,"€ 437,500 kosten koper","€ 4,051    The asking price per m² (€ 437,500) is calculated by dividing the asking price of the home by the living area (108 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",Today,Available,Available in consultation,Apartment with shared street entrance (apartment),Resale property,1996,Living area108 m²Exterior space attached to the building10 m²External storage space8 m²,108 m²,10 m²,8 m²,320 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,1 story,3rd floor,C        What does this mean?,Energy efficient window,CH boiler,Full ownership,In center,Built-in,Electricity,Parking garage,No,No,No,No,No,No,no
