header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Construction period,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Location,Garden,Type of garage,Capacity,Type of parking facilities,error
Schoolstraat 5,6466 HV Kerkrade        ,https://www.funda.nl/en/koop/kerkrade/huis-42683657-schoolstraat-5/?navigateSource=resultlist,20220128_025325,"€ 219,000 kosten koper","€ 2,305    The asking price per m² (€ 219,000) is calculated by dividing the asking price of the home by the living area (95 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 27, 2022",Available,Available in consultation,"Single-family home, double house",Resale property,1981-1990,Gable roof covered with roof tiles,Living area95 m²Exterior space attached to the building18 m²External storage space24 m²,95 m²,18 m²,24 m²,189 m²,350 m³,5 rooms (4 bedrooms),3 stories,"Skylight, passive ventilation system and rolldown shutters",C        What does this mean?,Roof insulation and partly double glazed,CH boiler,CH boiler,"Bosch (gas-fired combination boiler, to rent)",189 m²,Alongside a quiet road,Back garden and front garden,Detached brick garage,1 car,Parking on private property,no
