header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Heating,Hot water,Area,Ownership situation,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Aggemastate 145,8926 PC Leeuwarden        ,https://www.funda.nl/en/koop/leeuwarden/huis-42460860-aggemastate-145/?navigateSource=resultlist,20220128_043016,"€ 230,000 kosten koper","€ 1,465    The asking price per m² (€ 230,000) is calculated by dividing the asking price of the home by the living area (157 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,1982,Living area157 m²External storage space9 m²,157 m²,9 m²,224 m²,529 m³,5 rooms (4 bedrooms),1 bathroom and 2 separate toilets,"Bath, shower and toilet",3 stories,C        What does this mean?,District heating,Electrical boiler and district heating,224 m²,Full ownership,"Back garden, front garden and side garden","111 m² (14,05 meter deep and 7,93 meter broad)",Located at the north accessible via the rear,Detached wooden storage,Public parking,no
