header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Balcony/roof garden,error
Hogeweg 15,1098 BV Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42686470-hogeweg-15/?navigateSource=resultlist,20220130_214618,"€ 1,850,000 kosten koper","€ 5,968    The asking price per m² (€ 1,850,000) is calculated by dividing the asking price of the home by the living area (310 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 20, 2022",Available,Available in consultation,"Desirable residence/villa, row house",Resale property,1903,Flat roof,Living area310 m²Exterior space attached to the building6 m²,310 m²,6 m²,120 m²,"1,157 m³",12 rooms (8 bedrooms),2 bathrooms and 4 separate toilets,2 showers,4 stories,C        What does this mean?,Partly double glazed,CH boiler,CH boiler,"Gas-fired, in ownership",120 m²,Full ownership,Alongside a quiet road and in residential district,Back garden,"36 m² (5,5 meter deep and 6,5 meter broad)",Located at the northwest,Balcony present,no
