header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Other space inside the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Provisional energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Korte Houtstraat 19 zwart,2011 ZN Haarlem        ,https://www.funda.nl/en/koop/haarlem/appartement-42651044-korte-houtstraat-19-zwart/?navigateSource=resultlist,20220128_085043,"€ 369,000 kosten koper","€ 6,962    The asking price per m² (€ 369,000) is calculated by dividing the asking price of the home by the living area (53 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Available,Available in consultation,Ground-floor apartment (apartment),Resale property,1890,Living area53 m²Other space inside the building6 m²,53 m²,6 m²,191 m³,2 rooms (1 bedroom),1 bathroom,Shower and toilet,1 story,Ground floor,G        What does this mean?,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",Full ownership,Alongside a quiet road and in center,Resident's parking permits,Yes,No,Yes,No,No,Yes,no
