header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Energy label,Heating,Hot water,CH boiler,Location,Balcony/roof garden,error
Nieuwstraat 8,5211 NL Den Bosch        ,https://www.funda.nl/en/koop/den-bosch/huis-42540218-nieuwstraat-8/?navigateSource=resultlist,20220201_112548,"€ 437,000 kosten koper","€ 3,213    The asking price per m² (€ 437,000) is calculated by dividing the asking price of the home by the living area (136 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1894,Listed building (national monument),Living area136 m²Exterior space attached to the building22 m²,136 m²,22 m²,519 m³,3 rooms,1 separate toilet,3 stories,Not required,CH boiler,CH boiler,Combination boiler,Alongside a quiet road and in center,Roof terrace present,no
