header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Provisional energy label,Balcony/roof garden,Type of parking facilities,error
Appartement - Type G (Bouwnr. 119),6224 JT Maastricht        ,https://www.funda.nl/en/koop/maastricht/appartement-42463135-appartement-type-g-bouwnr-119/?navigateSource=resultlist,20220128_012404,"€ 419,500 vrij op naam","€ 4,878    The asking price per m² (€ 419,500) is calculated by dividing the asking price of the home by the living area (86 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Under option,Available in consultation,Apartment with shared street entrance,New property,2021,Living area86 m²Other space inside the building5 m²Exterior space attached to the building10 m²,86 m²,5 m²,10 m²,259 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,2nd floor,A        What does this mean?,Balcony present,"Public parking, parking garage and resident's parking permits",no
