header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Ownership situation,Fees,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Korte Leidsedwarsstraat 167 b,1017 RA Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42677327-korte-leidsedwarsstraat-167-b/?navigateSource=resultlist,20220130_231721,"€ 365,000 kosten koper","€ 9,125    The asking price per m² (€ 365,000) is calculated by dividing the asking price of the home by the living area (40 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 130 per month,2 weeks,Available,Available in consultation,€ 130.00 per month,Upstairs apartment (apartment),Resale property,1968,Flat roof,Living area40 m²,40 m²,128 m³,2 rooms (1 bedroom),1 bathroom,Shower and toilet,1 story,1st floor,E        What does this mean?,Municipal long-term lease,Paid until 31-12-2043,Paid parking and resident's parking permits,Yes,Yes,Yes (€ 130.00 per month),Yes,Yes,Yes,no
